3.839724354387525056e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 9.000000000000000000e+01 5.597573599847709136e-02 -4.858931351206341089e-14 0.000000000000000000e+00 3.675735998477089490e-03 0.000000000000000000e+00 2.000000000000000000e+03 0.000000000000000000e+00 0.000000000000000000e+00 -1.143064016011409461e-04 1.000000000000000021e-02
3.839724354387525056e-03 1.345756807040809742e-07 0.000000000000000000e+00 -1.835115647551760487e-03 4.346330913874357771e-02 3.502152540805872349e-02 5.145113401269982318e-15 -3.101509005239989555e-03 -2.662699606630082581e-15 8.999988994300721856e+01 5.592485292351965370e-02 -4.848396975252704854e-14 2.596085290234306757e-17 3.660172278623390150e-03 -1.339965791523397462e-17 1.999952967481913674e+03 8.987696841187085006e-01 -4.368946232728895814e-14 -1.970266305831116539e-04 2.000000000000000042e-02
3.839724354387525056e-03 5.383006474900004210e-07 0.000000000000000000e+00 -3.418917313470587471e-02 -2.834019518764635537e-03 -4.063723749135716989e-03 -8.653775469200033696e-03 -5.897754145772359305e-03 -2.039972934479689949e-03 8.999965733843740168e+01 5.584897438613031784e-02 2.299625179568521842e-05 -4.352265487973605253e-05 3.615123342126501209e-03 -1.030761619481570573e-05 1.999905964800121183e+03 1.797539207284251317e+00 6.923184536335559588e-06 -3.310409402924192868e-04 2.999999999999999889e-02
3.839724354387525056e-03 1.211168674419479534e-06 0.000000000000000000e+00 -3.400214848596586070e-02 -4.790152951319875951e-03 -5.222916628457752175e-03 -7.885728364442340724e-03 -4.583868256607851778e-03 -1.712085039804187416e-03 8.999970165082804385e+01 5.581401654829736686e-02 3.358116753245361070e-05 -1.262727121378724618e-04 3.562733418626305715e-03 -2.904898612086977968e-05 1.999858968050841895e+03 2.696308109472875802e+00 1.895012213544599629e-05 -4.417735602397649124e-04 4.000000000000000083e-02
3.839724354387525056e-03 2.153169385037231964e-06 0.000000000000000000e+00 -3.425322423951687734e-02 -4.700926651829195890e-03 -5.132556404909199843e-03 -6.733415424174309799e-03 -3.317172463304729826e-03 -1.325525376115250197e-03 8.999973829307060669e+01 5.579169172264056981e-02 4.081560573236768790e-05 -1.993968265246008902e-04 3.523245592907419278e-03 -4.421238225515013669e-05 1.999811955725304642e+03 3.595076602807821597e+00 2.766555807593640883e-05 -5.278924892868291181e-04 5.000000000000000278e-02
3.839724354387525056e-03 3.364288252525979373e-06 0.000000000000000000e+00 -3.448128861677393631e-02 -4.496913948166925135e-03 -4.980121641421170198e-03 -5.628435296047951120e-03 -2.043109616594487258e-03 -9.654073586379446946e-04 8.999977331973131811e+01 5.578226636516042669e-02 4.517973309736888425e-05 -2.612217307545309001e-04 3.496462383767967152e-03 -5.564367808880989717e-05 1.999764927858100236e+03 4.493844642489085217e+00 3.303321951585084344e-05 -5.904551678206623527e-04 6.000000000000000472e-02
3.839724354387525056e-03 4.844506599933165039e-06 0.000000000000000000e+00 -3.470985233673540282e-02 -4.263502442783700941e-03 -4.809637719764087160e-03 -4.593519123262971779e-03 -7.657446978277884526e-04 -6.347224836698707549e-04 8.999980619722317954e+01 5.578557667958568972e-02 4.693986879392768140e-05 -3.123363760307986477e-04 3.482437564954467008e-03 -6.362433875834450883e-05 1.999717884372728577e+03 5.392612205383884749e+00 3.526696228764689573e-05 -6.306533456935872620e-04 7.000000000000000666e-02
3.839724354387525056e-03 6.593801600463543185e-06 0.000000000000000000e+00 -3.493933151832154249e-02 -4.019292651418038265e-03 -4.634035535386993310e-03 -3.632906529045290198e-03 5.139079454678332267e-04 -3.331627803195085728e-04 8.999983630338600449e+01 5.580147102860160552e-02 4.634955290242549650e-05 -3.534639583694177746e-04 3.481199397789088920e-03 -6.844863433215298617e-05 1.999670825371036699e+03 6.291379271910016335e+00 3.459061024575200120e-05 -6.496801196152889469e-04 8.000000000000000167e-02
3.839724354387525056e-03 8.612146277820221114e-06 0.000000000000000000e+00 -3.516949729612625641e-02 -3.778900751146341275e-03 -4.465164074546140727e-03 -2.746913690390937260e-03 1.794921093536429573e-03 -5.961058792484160308e-05 8.999986297143072989e+01 5.582979129548169828e-02 4.364797374757792899e-05 -3.853501967721876436e-04 3.492766299463311800e-03 -7.040327304662512861e-05 1.999623751115115283e+03 7.190145824431269261e+00 3.122671920399562947e-05 -6.486892817218776336e-04 8.999999999999999667e-02
3.839724354387525056e-03 1.089950950663675952e-05 0.000000000000000000e+00 -3.539959025311989471e-02 -3.552989789301963519e-03 -4.313176638897464610e-03 -1.932910477983604226e-03 3.076372343904926199e-03 1.877031162419641897e-04 8.999988549787165937e+01 5.587037245967216986e-02 3.905529288578215338e-05 -4.087290084830038869e-04 3.517147330758408491e-03 -6.976014064250112717e-05 1.999576662024874622e+03 8.088911846733905620e+00 2.539125883144189005e-05 -6.287653668085787248e-04 9.999999999999999167e-02
3.839724354387525056e-03 1.345585601293835611e-05 0.000000000000000000e+00 -3.562831001767646777e-02 -3.347614296175610571e-03 -4.185417727384732611e-03 -1.186239682777858514e-03 4.357277789122652317e-03 4.110282668840947620e-04 8.999990315059474710e+01 5.592304163249040005e-02 3.276937256127529833e-05 -4.242976674413665729e-04 3.554341938096229093e-03 -6.677068383986549784e-05 1.999529558676301804e+03 8.987677323618001424e+00 1.728911403321158096e-05 -5.909051192802566464e-04 1.099999999999999867e-01
3.839724354387525056e-03 1.628114637469989289e-05 0.000000000000000000e+00 -3.585375284573547039e-02 -3.164709224746820038e-03 -4.086121350022203780e-03 -5.012196328360037740e-04 5.636525625504190846e-03 6.128833268789060434e-04 8.999991517790222417e+01 5.598761645631257500e-02 2.496435961096788255e-05 -4.327015769406769444e-04 3.604339027948679636e-03 -6.166220786431666784e-05 1.999482441800298375e+03 9.886442240603845022e+00 7.110745569204984491e-06 -5.360105868420972277e-04 1.199999999999999817e-01
3.839724354387525056e-03 1.937533702245051190e-05 0.000000000000000000e+00 -3.607333879999091719e-02 -3.003307098525809238e-03 -4.016827146815088456e-03 1.280022615044617467e-04 6.912803385713530910e-03 7.958527385612985949e-04 8.999992081581812897e+01 5.606390276950742185e-02 1.579092255317460043e-05 -4.345283222434018818e-04 3.667115340707448670e-03 -5.463624465914127741e-05 1.999435312282108953e+03 1.078520658374983654e+01 -4.969741220123098514e-06 -4.648917593920366578e-04 1.299999999999999767e-01
3.839724354387525056e-03 2.273838023994404856e-05 0.000000000000000000e+00 -3.628378054097222694e-02 -2.860838383179575839e-03 -3.977046178032045409e-03 7.068804359318162610e-04 8.184517814510391953e-03 9.624324247073906113e-04 8.999991929223752152e+01 5.615169146566991593e-02 5.377636745548827979e-06 -4.303088313490488611e-04 3.742633055498463014e-03 -4.586870018741666150e-05 1.999388171161380569e+03 1.168397033955930553e+01 -1.879519102373323767e-05 -3.782756543725331218e-04 1.399999999999999856e-01
3.839724354387525056e-03 2.637022416488955860e-05 0.000000000000000000e+00 -3.648124977461239538e-02 -2.734036545183560207e-03 -3.964760266909450603e-03 1.240188305474258443e-03 9.449704229773094391e-03 1.114930981440621352e-03 8.999990982822743035e+01 5.625075455808763170e-02 -6.166951566667267415e-06 -4.205227893880368129e-04 3.830836564314582266e-03 -3.551126217584682086e-05 1.999341019632860707e+03 1.258273349494640847e+01 -3.422492495099286914e-05 -3.938603750654818734e-04 1.499999999999999944e-01
3.839724354387525056e-03 3.027081278976321104e-05 0.000000000000000000e+00 -3.666146047603208169e-02 -2.619655856959279827e-03 -3.976962954247986737e-03 1.731929262368142510e-03 1.070593982266174540e-02 1.255410210465775656e-03 8.999989163851365959e+01 5.636084060935621365e-02 -1.875183876207843565e-05 -4.056059077676016107e-04 3.931648273925387842e-03 -2.369359473814129167e-05 1.999293859047570777e+03 1.348149603723403267e+01 -5.113347578440536999e-05 -4.224429008771418519e-04 1.600000000000000033e-01
3.839724354387525056e-03 3.444008596266475027e-05 0.000000000000000000e+00 -3.682001218764888173e-02 -2.514804292010397457e-03 -4.009909169764708237e-03 2.185392448116299687e-03 1.195036674033855828e-02 1.385661036878774611e-03 8.999986393114716066e+01 5.648167010422754097e-02 -3.230095309695969817e-05 -3.859573557379555094e-04 4.044964152099368541e-03 -1.052594768470821955e-05 1.999246690914215833e+03 1.438025795416294805e+01 -6.940877952930239248e-05 -4.729471335381463444e-04 1.700000000000000122e-01
3.839724354387525056e-03 3.887797938824178519e-05 0.000000000000000000e+00 -3.695275412323251185e-02 -2.417234808167245674e-03 -4.059437724256376168e-03 2.603271817218310701e-03 1.317966305146576339e-02 1.507195310768485834e-03 8.999982590837214502e+01 5.661293138903394917e-02 -4.675046946088352276e-05 -3.619463157911448413e-04 4.170649276812339774e-03 3.898073987817878683e-06 1.999199516900491062e+03 1.527901923389574002e+01 -8.895001134489990741e-05 -5.854349421301341264e-04 1.800000000000000211e-01
3.839724354387525056e-03 4.358442462868964047e-05 0.000000000000000000e+00 -3.705629491358236605e-02 -2.325282929748456739e-03 -4.121356219600719184e-03 2.987835204082690734e-03 1.439007888049189006e-02 1.621254641272013063e-03 8.999977676891990086e+01 5.675427717015384815e-02 -6.204621593333746292e-05 -3.339170968765224103e-04 4.308533356783965894e-03 1.949874450354815858e-05 1.999152338833768226e+03 1.617777986500137644e+01 -1.096652033897028945e-04 -7.061960678953018745e-04 1.900000000000000300e-01
3.839724354387525056e-03 4.855934910479773697e-05 0.000000000000000000e+00 -3.712853315815076161e-02 -2.237929165399249465e-03 -4.191649108216594088e-03 3.341061420805290557e-03 1.557754300601102253e-02 1.728831952598225245e-03 8.999971571287643712e+01 5.690532250989360774e-02 -7.814137393098838282e-05 -3.021927177973710845e-04 4.458406987945083208e-03 3.620760336583018612e-05 1.999105158700552010e+03 1.707653983640821593e+01 -1.314688233947084632e-04 -8.351125810374956200e-04 2.000000000000000389e-01
3.839724354387525056e-03 5.380267609707923220e-05 0.000000000000000000e+00 -3.716905273801737741e-02 -2.154559739712152977e-03 -4.266800185227265230e-03 3.664780324127694163e-03 1.673783395838003910e-02 1.830700583707691766e-03 8.999964194881830792e+01 5.706564495725491293e-02 -9.499445602834623499e-05 -2.670771043201243750e-04 4.620019299234248006e-03 5.396509412056459581e-05 1.999057978644029617e+03 1.797529913731381868e+01 -1.542794631655072541e-04 -9.720459412290911351e-04 2.100000000000000477e-01
3.839724354387525056e-03 5.931432474694337486e-05 0.000000000000000000e+00 -3.717920603967331261e-02 -2.074956190253995914e-03 -4.344011050893548109e-03 3.960745429708894226e-03 1.786679723234326986e-02 1.927450047091804454e-03 8.999955470293254223e+01 5.723478711938501107e-02 -1.125677387357387814e-04 -2.288562246690564359e-04 4.793077540698327012e-03 7.271852672040164656e-05 1.999010800959152903e+03 1.887405775704320021e+01 -1.780177707916052792e-04 -1.116834232788926299e-03 2.200000000000000566e-01
3.839724354387525056e-03 6.509421005795304385e-05 0.000000000000000000e+00 -3.716208274610194318e-02 -1.999045696213730405e-03 -4.421117886829750709e-03 4.230696230572326792e-03 1.896056836480900648e-02 2.019528140634940360e-03 8.999945322810347648e+01 5.741226143628033740e-02 -1.308261465447862722e-04 -1.877985499104714952e-04 4.977248873221220248e-03 9.242042925313291601e-05 1.998963628085029995e+03 1.977281568485340202e+01 -2.026047600631223039e-04 -1.269291521183656211e-03 2.300000000000000655e-01
3.839724354387525056e-03 7.114224289712304649e-05 0.000000000000000000e+00 -3.712198968812865929e-02 -1.926869869483371911e-03 -4.496716291679775379e-03 4.476366527380963405e-03 2.001578718915599658e-02 2.107273753948838476e-03 8.999933681282969644e+01 5.759755694739671777e-02 -1.497364386593734778e-04 -1.441551614754338047e-04 5.172164344863926407e-03 1.130272742743514543e-04 1.998916462594713494e+03 2.067157290968801320e+01 -2.279605215482192776e-04 -1.429209201852384712e-03 2.400000000000000744e-01
3.839724354387525056e-03 7.745832999630747719e-05 0.000000000000000000e+00 -3.706404512847341626e-02 -1.858459918981980596e-03 -4.569963624629969079e-03 4.699483121000345986e-03 2.102974206431969598e-02 2.190952471314150819e-03 8.999920478724435213e+01 5.779014693272536279e-02 -1.692667840620237774e-04 -9.815982283332062408e-05 5.377424658470849467e-03 1.344985486693560004e-04 1.998869307182888861e+03 2.157032941989281838e+01 -2.540033383365290819e-04 -1.596358935382585819e-03 2.500000000000000555e-01
3.839724354387525056e-03 8.404237395362780820e-05 0.000000000000000000e+00 -3.699344015066727276e-02 -1.793805441736490147e-03 -4.640485378652026149e-03 4.901744078202912441e-03 2.200045972313487488e-02 2.270781041375897428e-03 8.999905652678170043e+01 5.798949698379484569e-02 -1.893865166628604633e-04 -5.002916541493633779e-05 5.592607108649238351e-03 1.567961255680551749e-04 1.998822164652208812e+03 2.246908520290673295e+01 -2.806491741995567461e-04 -1.770496562648091188e-03 2.600000000000000644e-01
